PO Number,PO Line,Cont Ind,Contract,Cont Type,Invoice Date,Invoice No,Vendor Reference,Date PO Created,Total Cost per Line,Freight Amt,Unit Price,Unit Price less Dist Fee,Dist Fee %,Dist Fee Amt,Qty Paid,MatGrp,U O M,Material Group Desc,Item No,Stock,Description,GL Acct,GL Acct Desc,Fund,Fund Ctr,Fund Ctr Desc,Div Node,Division Desc,Dept Node,Department Desc,Sub-Dept,Sub-Dept Desc,Cost Ctr,Recipient,Unloading Pt,WBS Element,Vendor No,Vendor Name,Vendor Mat Number,Manufacturer Part No,Manufacturer,Manufacturer Name,UNSPSC code,UNSPSC Desc,Purch Gp,Buyer Name,Case No,SQ Cart No,Req No,Req Line,PO Unit Price
4500155293,2,X,MS25276,AROK,8/19/2016,5109482947,1813558670,8/18/2016,49.85,0.00,9.97,9.80,0.0175,0.17,5.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010554,CNS Infusion 4,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,CNS0001F,CANCER,0001010554,CI4176BULK,INFUSION 4,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210185,2,9.97
4500155293,3,X,MS25276,AROK,8/19/2016,5109482947,1813558670,8/18/2016,48.84,0.00,12.21,12.00,0.0175,0.21,4.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010554,CNS Infusion 4,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,CNS0001F,CANCER,0001010554,CI4176BULK,INFUSION 4,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210185,3,12.21
4500155293,4,X,MS25276,AROK,8/19/2016,5109482947,1813558670,8/18/2016,39.48,0.00,9.87,9.70,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BP ADLT SM 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010554,CNS Infusion 4,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,CNS0001F,CANCER,0001010554,CI4176BULK,INFUSION 4,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210185,4,9.87
4500155296,34,X,MS25276,AROK,8/19/2016,5109482941,1813558659,8/18/2016,24.42,0.00,12.21,12.00,0.0175,0.21,2.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010686,NRS Medical Oncology,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010686,H7BULK,B075 H7 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210317,17,12.21
4500155296,35,X,MS25276,AROK,8/19/2016,5109482941,1813558659,8/18/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010686,NRS Medical Oncology,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010686,H7BULK,B075 H7 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210317,16,9.97
4500155298,11,X,MS25276,AROK,8/19/2016,5109482943,1813558629,8/18/2016,19.74,0.00,9.87,9.70,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BP ADLT SM 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010689,NRS CV/Med Special,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010689,F8BULK,F8 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210321,11,9.87
4500155300,12,X,MS25276,AROK,8/19/2016,5109483057,1813558640,8/18/2016,19.74,0.00,9.87,9.70,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BP ADLT SM 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010687,NRS Nephr/Surg Spec,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010687,H9BULK,H9 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210323,17,9.87
4500155305,2,X,MS25276,AROK,8/19/2016,5109483063,1813558486,8/18/2016,99.70,0.00,9.97,9.80,0.0175,0.17,10.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010656,INS One Day Surgery,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010656,ODSPREOPBUL,ODS PREOP,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210373,2,9.97
4500155306,9,X,MS25276,AROK,8/19/2016,5109483064,1813558613,8/18/2016,199.40,0.00,9.97,9.80,0.0175,0.17,20.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010661,INS Main OR,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010661,PREOPBULK,PRE-OP BULK--2ND FLOOR,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210376,9,9.97
4500155357,4,X,MS25276,AROK,8/19/2016,5109483081,1813558996,8/18/2016,29.91,0.00,9.97,9.80,0.0175,0.17,3.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010543,CNS Bn Marrow Procur,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,CNS0001F,CANCER,0001010543,BMPBONE,B075 BMP BONE PYXIS,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210476,3,9.97
4500155368,2,X,MS3062,UMCSC,,,,8/18/2016,6.82,0.00,3.41,3.35,0.0175,0.06,2.000,H17,EA,Monitoring Supplies,91896,X,CUFF B/P THIGH ADLT 1PC PRSNL,0000532200,MEDICAL SUPPLIES,113,3010515,WHS L&D Triage,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,WHS0001F,WOMEN'S HEALTH,0001010515,E5LDEXAM,B075 E5LD EXAM PYXIS,,0000019665,MEDLINE INDUSTRIES INC,TLM39015H,39015,0000037933,WELCH ALLYN INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210487,2,3.41
4500155402,1,X,MS25276,AROK,8/19/2016,5109483020,1813558989,8/18/2016,12.21,0.00,12.21,12.00,0.0175,0.21,1.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010624,IGS Comp Tomography,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010624,NUCMED,B075 NUCMED PYXIS,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210521,1,12.21
4500155415,5,X,MS25276,AROK,8/22/2016,5109490008,1813615380,8/19/2016,-39.88,0.00,9.97,9.80,0.0175,0.17,-4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010664,INS Endoscopy,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010664,D2ENDO3,B075,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210707,5,9.97
4500155415,5,X,MS25276,AROK,8/22/2016,5109483554,1813615380,8/19/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010664,INS Endoscopy,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010664,D2ENDO3,B075,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210707,5,9.97
4500155415,5,X,MS25276,AROK,8/29/2016,5109490035,1813615380,8/19/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010664,INS Endoscopy,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010664,D2ENDO3,B075,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210707,5,9.97
4500155415,6,X,MS25276,AROK,8/29/2016,5109490035,1813615380,8/19/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010664,INS Endoscopy,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010664,D2ENDO3,B075,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210707,6,9.97
4500155416,2,X,MS3062,UMCSC,,,,8/19/2016,6.82,0.00,3.41,3.35,0.0175,0.06,2.000,H17,EA,Monitoring Supplies,91896,X,CUFF B/P THIGH ADLT 1PC PRSNL,0000532200,MEDICAL SUPPLIES,113,3010515,WHS L&D Triage,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,WHS0001F,WOMEN'S HEALTH,0001010515,E5LDEXAM,B075 E5LD EXAM PYXIS,,0000019665,MEDLINE INDUSTRIES INC,TLM39015H,39015,0000037933,WELCH ALLYN INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210708,2,3.41
4500155470,18,X,MS25276,AROK,8/22/2016,5109483683,1813585745,8/19/2016,109.67,0.00,9.97,9.80,0.0175,0.17,11.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,111,3000197,UNB SS SAP Warehouse,UNB0001F,UNBUDGETED,UNB0002F,UNBUDGETED CTR,3000197,UNB SS SAP Warehouse,,,,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,WB,Janice Carter,,,0012210989,10,9.97
4500155539,2,X,MS25276,AROK,8/25/2016,5109486671,1813830807,8/19/2016,199.40,0.00,9.97,9.80,0.0175,0.17,20.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 --BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210858,8,9.97
4500155546,5,X,MS25276,AROK,8/25/2016,5109486672,1813830805,8/19/2016,69.79,0.00,9.97,9.80,0.0175,0.17,7.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010704,NRS Hosp Medicine,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010704,H6046BULK,B075 H6 046,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210875,5,9.97
4500155549,25,X,MS25276,AROK,8/25/2016,5109486634,1813830804,8/19/2016,19.94,0.00,9.97,9.80,0.0175,0.17,2.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010690,NRS ENT/Ortho Sur Sp,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010690,F9BULK,F9 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210880,45,9.97
4500155552,35,X,MS25276,AROK,8/25/2016,5109486909,1813830855,8/19/2016,24.42,0.00,12.21,12.00,0.0175,0.21,2.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010689,NRS CV/Med Special,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010689,F8BULK,F8 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210887,21,12.21
4500155555,25,X,MS25276,AROK,8/25/2016,5109486944,1813830839,8/19/2016,29.91,0.00,9.97,9.80,0.0175,0.17,3.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010698,NRS TSICU/CVICU,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010698,H4ICUBULK,B075 H4 ICU,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210941,23,9.97
4500155559,1,X,MS25276,AROK,8/25/2016,5109486915,1813830841,8/19/2016,398.80,0.00,9.97,9.80,0.0175,0.17,40.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010553,CNS Infusion 1,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,CNS0001F,CANCER,0001010553,INF2BULK,INFUSION 2 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210914,1,9.97
4500155560,15,X,MS25276,AROK,8/25/2016,5109486864,1813830831,8/19/2016,119.64,0.00,9.97,9.80,0.0175,0.17,12.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010659,INS Phase II Recov,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010659,PHASE 2BULK,PHASE2 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211151,2,9.97
4500155568,9,X,MS25276,AROK,8/25/2016,5109486658,1813830819,8/19/2016,99.70,0.00,9.97,9.80,0.0175,0.17,10.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010656,INS One Day Surgery,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010656,ODSPREOPBUL,ODS PREOP,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211269,1,9.97
4500155571,8,X,MS25276,AROK,8/25/2016,5109486868,1813830865,8/19/2016,24.42,0.00,12.21,12.00,0.0175,0.21,2.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010655,INS PACU,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010655,PACUBULK,PACU BULK-2ND FLOOR,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211157,11,12.21
4500155600,30,X,MS25276,AROK,8/25/2016,5109486688,1813830860,8/19/2016,59.82,0.00,9.97,9.80,0.0175,0.17,6.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010687,NRS Nephr/Surg Spec,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010687,H9BULK,H9 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012210883,30,9.97
4500155619,2,X,MS3062,UMCSC,,,,8/19/2016,6.82,0.00,3.41,3.35,0.0175,0.06,2.000,H17,EA,Monitoring Supplies,91896,X,CUFF B/P THIGH ADLT 1PC PRSNL,0000532200,MEDICAL SUPPLIES,113,3010515,WHS L&D Triage,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,WHS0001F,WOMEN'S HEALTH,0001010515,E5LDEXAM,B075 E5LD EXAM PYXIS,,0000019665,MEDLINE INDUSTRIES INC,TLM39015H,39015,0000037933,WELCH ALLYN INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211363,2,3.41
4500155672,5,X,MS3062,UMCSC,,,,8/21/2016,6.82,0.00,3.41,3.35,0.0175,0.06,2.000,H17,EA,Monitoring Supplies,91896,X,CUFF B/P THIGH ADLT 1PC PRSNL,0000532200,MEDICAL SUPPLIES,113,3010515,WHS L&D Triage,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,WHS0001F,WOMEN'S HEALTH,0001010515,E5LDEXAM,B075 E5LD EXAM PYXIS,,0000019665,MEDLINE INDUSTRIES INC,TLM39015H,39015,0000037933,WELCH ALLYN INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211671,5,3.41
4500155716,4,X,MS25276,AROK,8/22/2016,5109483620,1813645189,8/21/2016,199.40,0.00,9.97,9.80,0.0175,0.17,20.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211668,4,9.97
4500155716,9,X,MS25276,AROK,8/22/2016,5109483620,1813645189,8/21/2016,78.96,0.00,9.87,9.70,0.0175,0.17,8.000,H17,BAG,Monitoring Supplies,11054,X,CUFF BP ADLT SM 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9912HP,MDS9912HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211668,6,9.87
4500155716,10,X,MS25276,AROK,8/22/2016,5109483620,1813645189,8/21/2016,97.68,0.00,12.21,12.00,0.0175,0.21,8.000,H17,BAG,Monitoring Supplies,11052,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010612,ERS Emergency Dept,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0002F,CHIEF CLIN OFFICER,0001010612,ED103BULK,ED103 BASEMENT,,0000019665,MEDLINE INDUSTRIES INC,MDS9914HP,MDS9914HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211668,5,12.21
4500155720,11,X,MS25276,AROK,8/22/2016,5109483624,1813645196,8/21/2016,29.91,0.00,9.97,9.80,0.0175,0.17,3.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010689,NRS CV/Med Special,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010689,F8BULK,F8 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211722,14,9.97
4500155723,20,X,MS25276,AROK,8/22/2016,5109483526,1813645191,8/21/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010686,NRS Medical Oncology,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010686,H7BULK,B075 H7 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211725,19,9.97
4500155724,3,X,MS25276,AROK,8/22/2016,5109483581,1813645186,8/21/2016,99.70,0.00,9.97,9.80,0.0175,0.17,10.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010694,NRS Med Specialties,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010694,F6BULK,B075 F6 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211726,3,9.97
4500155728,22,X,MS25276,AROK,8/22/2016,5109483527,1813645185,8/21/2016,39.88,0.00,9.97,9.80,0.0175,0.17,4.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010514,WHS Labor/Delivery,ICE0001F,INT CLIN ENTERPRISE,ICC0001F,CLINICAL SVC LINES,WHS0001F,WOMEN'S HEALTH,0001010514,E5002BULK,E5 002 BULK,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211730,22,9.97
4500155736,10,X,MS25276,AROK,8/22/2016,5109483619,1813645180,8/21/2016,29.91,0.00,9.97,9.80,0.0175,0.17,3.000,H17,BAG,Monitoring Supplies,11051,X,CUFF BP ADLT XL 50X42CM 1 TUBE BYNT CNCT,0000532200,MEDICAL SUPPLIES,113,3010685,NRS Trauma/Surg Spec,ICE0001F,INT CLIN ENTERPRISE,ICS0001F,CLIN SUPPORT SVC LIN,ICS0004F,CHIEF NURS OFFICER,0001010685,F4ICUBULK,B075 F4 ICU,,0000019665,MEDLINE INDUSTRIES INC,MDS9913HP,MDS9913HP,0000037574,MEDLINE INDUSTRIES INC,42181605,BLOOD PRESSURE CUFF OR BLADDER,LB,LUM Buyer,,,0012211738,25,9.97
